OBJECTID,PS_ID,Longitude,Latitude,Mean_Veloc,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,F72,F73,F74,F75,F76,F77,F78,F79,F80,F81,F82,F83,F84,F85,F86,F87,F88,F89,F90,F91,F92,F93,F94,F95,F96,F97,F98,F99,F100,F101,F102,F103,F104,F105,F106,F107,F108
1466,155012,113.534973,22.138327,0.120493,0,-9.103123,-9.292153,-16.348642,-12.915823,-14.693814,-5.972146,-11.561592,-7.223642,-13.181839,14.871714,0.358764,-12.406221,-11.101048,-6.755889,-9.482912,-11.184893,-10.92894,-10.363467,-15.41246,-11.914466,-15.140276,-4.783215,-7.32247,-1.567979,-6.027674,-8.243032,-10.918211,-11.422302,-15.139347,-12.625791,-12.731263,-12.62562,-4.238678,-6.353477,2.215834,-6.417547,-5.273744,-13.662334,-5.691086,-9.516825,-1.512825,-12.425858,0.121161,-11.659607,-22.092907,-7.673845,-14.715768,-7.38183,-11.537758,-13.578651,-16.443146,-14.420425,-12.094897,-6.676618,-18.113081,-12.609306,-0.323259,-0.052965,-12.866283,1.445168,-11.664774,-15.152201,-13.033451,-14.419945,-9.20577,-18.161314,-13.159266,-13.787199,-7.412068,-3.85905,-5.841741,-7.235182,-7.285446,-7.414658,-9.286409,-9.828368,-10.062293,-11.972075,-6.973252,-12.078986,-2.728645,-9.857633,-5.31579,-15.743534,-3.747699,-4.132894,-8.282807,-11.60436,-11.239546,-27.486725,-5.77856,11.270765,2.31603,-11.179607,-7.045467,-8.488183,-2.989411,-8.685649,-7.117025,-6.80544,-10.072829,-7.25948,-5.268622
1467,155013,113.534622,22.138266,-0.078471,0,-0.751156,-13.001851,-19.163586,-17.158855,-20.15593,-10.508153,-14.730888,-11.32998,-17.439661,16.801201,-2.402033,-11.14793,-7.390338,-7.432369,-12.764118,-12.061584,-13.114079,-12.608623,-17.727736,-12.661644,-15.917534,-5.955519,-6.981146,1.231913,-6.046838,-10.451403,-11.262073,-14.030788,-18.672173,-13.435655,-13.530149,-16.897272,-0.574009,-6.68206,1.230983,-6.968198,-4.159404,-15.159281,-9.111784,-9.801793,-2.310566,-12.936916,-2.054208,-13.2843,-22.632732,-5.987167,-16.529175,-6.933981,-11.394858,-13.103089,-14.92284,-15.85105,-13.424271,-7.058143,-18.124454,-13.380071,-3.221959,-2.990791,-11.956177,2.023456,-10.443962,-18.288349,-15.995329,-16.028381,-10.266292,-20.28688,-15.594145,-17.940685,-7.094087,-6.522994,-8.397433,-10.603835,-9.183271,-10.755709,-11.772917,-12.159988,-12.540963,-12.57803,-7.366154,-10.062035,-2.088633,-10.689452,-4.265954,-15.739336,-6.132895,-8.311674,-13.469033,-15.118286,-14.480841,-30.6875,-8.867018,2.381804,-1.915276,-12.649094,-8.05658,-9.296102,-5.65447,-11.100825,-11.063883,-9.133953,-12.54361,-10.598186,-9.11784
1468,155014,113.532661,22.137926,-0.212909,0,3.686025,-4.613844,-7.81996,-6.198338,-8.880404,2.664645,-3.207079,-1.885447,-8.159991,22.795418,5.545019,-7.412848,-9.409169,-4.4128,-4.407185,-4.980434,-3.268569,-2.355689,-9.145519,-8.900409,-12.085144,-1.841734,-3.926054,2.224059,-3.126718,-7.225648,-6.808331,-6.201657,-7.917513,-6.675753,-8.714859,-9.308119,1.461964,-4.63606,3.30812,-4.666428,-3.268247,-9.056517,-0.61956,-1.686161,7.075685,-7.830469,3.302473,-7.328881,-18.829254,-4.358051,-15.375971,-5.333945,-8.775212,-8.457958,-8.712579,-9.001389,-5.890817,-4.124508,-9.715269,-10.077343,0.058914,2.936299,-11.296472,2.4293,-7.819871,-9.371876,-6.035233,-6.984436,-0.047903,-12.460388,-9.067349,-25.788853,-4.935916,-2.593019,-2.852721,-6.92954,-4.410525,-2.399288,-2.775358,-3.277846,-3.248379,-6.685449,-1.390716,-4.884327,2.842389,-10.556494,-5.015864,-13.541222,-0.859855,-3.918485,-4.403072,-5.561018,-4.606179,-23.27121,-5.683446,9.002666,-0.885178,-10.351644,-5.094743,-6.344064,-3.108273,-4.641277,-1.852935,-1.521128,-3.948204,-0.631496,-0.03992
1469,155015,113.532379,22.137877,-0.967099,0,5.071008,-6.52879,-8.170733,-5.18239,-7.06952,0.092205,-5.659662,-2.648725,-7.420336,23.530037,5.008773,-7.118323,-11.097679,-5.5519,-5.832002,-6.579899,-8.232914,-2.365244,-12.086624,-7.236575,-12.633265,-3.551332,-5.006271,-0.78282,-4.483463,-8.06546,-6.441321,-7.589362,-10.022215,-6.515112,-12.794752,-10.134496,0.212804,-8.085229,3.456439,-7.852012,-5.164657,-11.372419,-2.455134,-5.255889,5.402977,-15.953668,1.511305,-8.896431,-21.01157,-6.44243,-17.788925,-14.481485,-11.331152,-14.062309,-15.119856,-13.815914,-8.31018,-8.547097,-13.185266,-9.794978,-1.842556,-1.127683,-14.657744,-1.235925,-14.234165,-12.090726,-11.006479,-13.159298,-4.616645,-17.901402,-13.745547,-28.290794,-7.201839,-6.234739,-8.092257,-15.046529,-5.204022,-8.276793,-9.426862,-8.349432,-5.713523,-8.637615,-6.032023,-7.013864,-4.933142,-11.90171,-11.146692,-15.500203,-5.600275,-13.926178,-9.12682,-10.219234,-10.873992,-26.121002,-17.294479,2.984232,-3.284235,-12.535662,-10.579958,-15.001282,-9.613156,-13.699781,-8.641462,-10.843288,-13.004637,-4.104952,-6.498905
1470,155016,113.532265,22.137856,-0.795419,0,4.813767,-5.84384,-9.69305,-6.701262,-9.204865,-0.101801,-6.217621,-2.579666,-7.660739,23.313328,5.371402,-6.67822,-10.739645,-6.057895,-6.944031,-7.721186,-9.565495,-3.755177,-12.618049,-8.422068,-12.577361,-5.031052,-5.189953,0.18573,-6.276696,-9.675903,-6.143739,-10.229856,-11.393108,-9.492509,-10.719967,-11.411003,1.04879,-7.673742,2.14596,-8.379014,-6.531809,-12.38829,-4.349193,-6.812807,3.347833,-17.073057,1.568384,-10.602344,-20.944277,-5.474263,-17.004011,-7.197232,-12.322884,-15.185125,-17.138077,-14.669433,-8.083023,-9.068897,-12.774803,-10.917919,-1.593814,-1.045235,-14.594542,-2.35757,-13.80179,-13.260307,-12.616033,-14.492102,-5.877729,-17.621374,-14.290705,-25.692537,-8.095078,-5.959124,-5.839051,-14.197576,-5.958738,-9.949648,-10.220797,-9.265818,-5.111733,-7.612214,-6.623067,-6.048732,-2.414177,-11.703665,-9.464118,-16.598457,-5.453428,-13.097134,-10.367875,-9.873019,-10.79657,-26.507967,-9.83472,5.155159,-0.70873,-10.568906,-9.918614,-14.879005,-10.150957,-14.713448,-9.645751,-11.389659,-12.592379,-4.52316,-6.112862
1471,155017,113.532791,22.137945,-0.279816,0,4.444341,-5.050527,-5.096075,-3.939232,-5.634276,2.710318,-3.55793,-0.908935,-6.625196,23.338715,4.88245,-7.145889,-9.974185,-3.169173,-3.838773,-3.308638,-2.85986,-0.183091,-8.609783,-7.509629,-14.563374,-3.125767,-4.220622,2.388545,-2.588681,-5.880826,-4.971293,-6.174838,-8.224095,-4.930689,-9.603123,-9.569367,-0.236441,-5.154858,4.604604,-7.884056,-3.812338,-8.973759,-0.486533,-1.114064,7.744442,-10.101097,3.111626,-8.876136,-21.972603,-4.180019,-14.702085,-3.66481,-8.594636,-9.614223,-8.907949,-8.956347,-6.090188,-4.72141,-11.238296,-10.816296,-2.061357,-1.940242,-13.1911,0.856828,-9.020502,-9.305222,-6.448954,-6.194011,1.144557,-13.090558,-8.447845,-23.892178,-5.581553,-3.066161,-0.313652,-10.685534,-2.547402,-3.079419,-3.787646,-2.084855,-2.143237,-6.82609,-0.9862,-5.349207,-3.792438,-0.15388,-4.260945,-11.018139,-0.576581,-4.664587,-3.888368,-4.811777,-4.52189,-22.45322,-8.76683,8.529678,-0.456142,-16.890541,-0.286374,-5.205105,-2.180859,-4.291689,-1.8151,-0.494912,-2.83717,0.078122,-3.905472
1472,155018,113.531898,22.137793,-0.94513,0,3.54608,-5.259767,-15.132021,-8.859082,-10.6658,-1.741435,-8.592251,-3.045982,-6.341663,21.75458,5.150287,-8.362107,-14.675022,-7.636165,-8.927199,-8.449799,-15.411041,-4.77184,-11.704115,-6.397504,-9.707934,-4.209955,-9.296407,-0.236763,-7.212434,-9.391697,-11.108051,-5.288915,-12.814067,-12.219772,-17.945934,-9.713161,-3.023176,-7.880286,3.131186,-9.885732,-11.554036,-15.470809,-6.395514,-12.647533,1.757741,-23.282166,0.838323,-8.032677,-19.323238,-7.130427,-16.650881,-12.508515,-11.462341,-20.762413,-20.138939,-18.44474,-9.379924,-11.67915,-10.584435,-8.972756,0.571334,-2.85007,-13.778357,-7.264729,-21.020304,-13.702895,-15.223561,-16.896078,-7.792184,-19.460632,-16.185776,-25.929823,-8.953482,-5.104204,-2.301873,-19.814087,-7.223084,-16.20867,-15.617466,-10.267272,-7.127179,-10.170186,-10.848497,-9.202967,-1.214865,-12.916732,-18.340445,-16.651344,-12.827314,-18.719923,-10.017026,-13.180963,-14.712252,-27.070629,-0.239242,4.966402,-3.607189,-8.414188,-15.48099,-17.607094,-12.775891,-19.027906,-13.959999,-15.597605,-15.872784,-5.482017,-8.420548
1473,155019,113.532043,22.137815,-0.878415,0,7.986322,-4.062065,-9.015955,-4.817036,-7.517825,3.429744,-4.875457,-0.953063,-4.447676,24.558506,7.684593,-3.534705,-10.644708,-4.181387,-6.415099,-5.076223,-10.3243,-1.584694,-10.980961,-5.176506,-10.982337,-3.125191,-3.260521,1.910873,-5.772409,-8.473713,-5.757432,-9.052197,-9.928022,-6.958521,-8.894161,-10.593059,2.87772,-7.574043,3.83261,-8.444711,-6.571183,-12.548632,-3.395991,-8.509032,5.283688,-17.134754,4.215561,-8.057681,-18.932014,-3.247513,-15.520485,-4.656249,-9.8057,-17.023071,-17.494144,-13.867249,-6.327926,-9.053142,-10.108404,-7.557843,1.264988,1.063843,-11.245262,0.437728,-14.264789,-11.504823,-11.28647,-15.310273,-4.121141,-16.37508,-12.699768,-23.712009,-6.011701,-4.025154,-3.345435,-15.651974,-4.926967,-10.901361,-12.325022,-8.991839,-4.668085,-6.547113,-4.543984,-5.091887,-1.271514,-7.242855,-8.070495,-14.27977,-4.500027,-13.245782,-9.869539,-9.55326,-9.968195,-25.64983,-4.594972,5.821321,1.287096,-6.817792,-8.489199,-14.513709,-9.47757,-14.529078,-10.124952,-11.655151,-12.5075,-3.788936,-4.954422
1474,155020,113.531464,22.137716,-0.213695,0,7.604784,-5.698419,-14.738314,-12.826007,-17.134045,-9.050733,-11.766437,-8.380454,-14.659845,19.505981,4.90827,-6.74143,-14.57448,-8.624106,-11.082647,-13.984669,-12.917892,-10.614937,-17.457428,-13.405176,-15.857261,-3.637658,-6.060284,3.723924,-3.173611,-10.115161,-11.560333,-14.962654,-14.132254,-14.305029,-14.612896,-14.411987,-2.735057,-4.280666,-0.918235,-4.611241,-5.912271,-15.439802,-7.23516,-7.5934,2.579547,-16.052177,0.422014,-10.128061,-19.426285,-5.690107,-16.127678,-6.976295,-11.592951,-15.334787,-17.772106,-17.131039,-12.041558,-9.023241,-8.488571,-13.546164,-0.594335,2.581649,-12.583097,0.567848,-10.15811,-16.115631,-15.074425,-15.608625,-9.200509,-20.346542,-11.491931,-32.160667,-7.108189,-4.186607,-3.352232,-5.964642,-10.352205,-7.071095,-9.131301,-11.232126,-10.839291,-13.277911,-7.027794,-9.080141,-0.989446,-12.690104,-3.783781,-14.534893,-8.194573,-9.582946,-11.667591,-16.527561,-14.286495,-26.565315,-10.450128,8.11657,-5.297204,-5.273393,-6.025055,-10.333741,-3.211448,-12.24332,-11.390816,-13.215282,-9.96673,-4.607241,-2.642055
1475,155022,113.466805,22.126657,0.656804,0,4.194414,1.608059,4.177756,5.464259,4.783361,4.204855,1.336284,1.12328,0.432105,17.390759,-7.625629,-0.90636,7.491027,2.264543,0.537688,-1.248465,2.570037,7.132183,7.316617,-10.351675,-13.055502,2.109391,3.866292,-1.028154,-0.06373,4.020257,1.683004,3.415524,4.408457,1.551197,2.521736,-4.830086,2.50175,-5.381751,16.205759,0.192458,8.761607,5.826523,3.55659,5.507656,8.257974,2.878992,4.375146,0.706737,5.923442,2.601042,5.375611,4.108362,4.64393,6.11909,8.015561,0.250362,4.506113,8.376966,12.152658,-3.440251,1.365828,2.991382,-6.93036,5.433253,8.739586,4.459211,7.397485,5.612309,5.524327,-1.142335,7.26347,12.076606,5.623629,0.05282,-1.152489,6.18871,8.212915,7.798812,8.102002,7.505166,4.936132,5.001799,7.699611,2.609202,9.962968,0.64827,8.52695,4.298835,5.269786,10.262206,6.580052,4.845922,8.660872,-3.045764,5.958559,7.406922,-0.670362,11.84286,9.241382,2.873035,8.616463,8.457046,8.764757,8.43009,13.997014,7.106958,0.831319
1476,155067,113.534683,22.138145,-0.259243,0,3.857956,-8.098621,-14.545931,-13.164877,-14.973369,-7.593422,-11.321469,-8.612992,-12.808432,20.691145,2.679317,-7.5943,-4.867249,-6.342727,-8.022266,-10.680321,-8.571821,-8.985847,-15.15506,-10.099161,-13.051708,-1.952109,-1.154823,3.563066,-4.279286,-8.112243,-6.882894,-8.065233,-15.63482,-10.885918,-8.950418,-13.296888,4.149273,-1.162937,5.81703,-3.296441,1.665942,-8.155444,-2.223692,-6.227289,3.102441,-8.088906,4.684209,-7.103449,-16.970316,-1.864334,-12.038101,-4.306287,-8.065069,-8.8176,-13.5103,-12.480153,-9.845263,-3.968459,-14.215307,-9.310545,2.051603,0.603607,-9.707249,3.496933,-7.117368,-13.860697,-12.040843,-13.59617,-7.659458,-17.824205,-12.713696,-13.346855,-4.569732,-1.9732,-3.64344,-6.197606,-6.112152,-6.254024,-9.145176,-10.785257,-9.715976,-10.29163,-6.145435,-7.716666,0.494238,-9.223341,-4.476385,-13.842742,-4.377963,-4.604573,-11.214136,-14.306479,-11.22208,-28.22888,-4.564493,10.562447,1.390289,-9.59894,-6.174905,-7.327954,-3.198408,-10.585804,-10.06493,-8.288768,-10.059176,-8.812262,-4.070598
1477,155068,113.532074,22.137697,-0.995125,0,7.654747,-5.662228,-8.984101,-5.76812,-8.26087,1.394104,-4.836036,-0.572881,-4.105567,24.213186,9.394171,-3.834695,-11.204473,-6.300532,-7.920687,-6.820282,-10.391058,-2.47915,-11.539652,-4.931334,-10.874441,-3.892048,-3.977031,1.003693,-6.498443,-9.442098,-6.531159,-10.205326,-11.448396,-8.442636,-9.642657,-11.780935,3.018783,-6.584177,4.166767,-10.561148,-7.402082,-13.082151,-4.056109,-10.337419,4.645679,-17.812351,4.451944,-8.628896,-18.980949,-3.382451,-16.958801,-17.232214,-10.599932,-19.274128,-18.008459,-14.719683,-6.931494,-10.828909,-11.37862,-7.037672,1.738484,0.721322,-11.685116,-1.85284,-16.574499,-12.003423,-12.1579,-16.262915,-5.705657,-17.969309,-14.309081,-23.218687,-5.728923,-5.36301,-3.637314,-18.320271,-6.308744,-12.974173,-15.354944,-11.075306,-6.558587,-7.341172,-4.597466,-4.99358,-2.706511,-6.682832,-10.14042,-13.155224,-5.810349,-17.586948,-11.54017,-10.470324,-10.789968,-27.251881,-7.290859,4.575068,1.199274,-6.937328,-8.785282,-18.570494,-10.259177,-16.811867,-12.451677,-13.475231,-13.955187,-5.307929,-4.9008
1478,155069,113.531448,22.137587,-0.345558,0,13.326822,0.32337,-11.363157,-14.38238,-17.395145,-5.897131,-9.101014,-7.585394,-12.794869,18.623096,6.985188,-3.769672,-12.866168,-6.646305,-11.355743,-11.203049,-8.734776,-10.654593,-14.013103,-13.143105,-13.578729,-3.217096,-5.753752,7.192924,2.714967,-7.083462,-11.923819,-12.696881,-11.200599,-13.954687,-12.066939,-13.038553,-1.703028,-0.559496,-0.122523,-3.915253,-3.101377,-14.682356,-10.548494,4.682335,7.808158,-9.50695,0.603044,-10.756865,-18.351572,-2.827942,-19.322948,-5.217529,-11.326855,-10.810831,-14.86142,-14.158802,-11.300714,-6.519311,-5.27832,-12.551271,0.815732,2.354006,-9.996226,2.808123,-6.498742,-15.825192,-15.132172,-14.598182,-6.751208,-16.827003,-9.812801,-31.7082,-6.331726,-2.895492,1.0481,-5.195402,-9.791177,-8.576206,-8.85357,-11.905781,-11.47361,-12.763151,-3.470457,-6.995028,-0.293631,-10.494453,-1.305865,-15.137733,-6.53546,-6.266841,-10.217851,-15.924784,-12.070914,-24.696716,-6.434124,7.577954,-2.26793,-7.873949,-5.368378,-5.728065,-2.575106,-11.190016,-10.437829,-10.170282,-10.906124,-4.47741,-2.498069
1479,155070,113.531204,22.137545,-0.278527,0,-2.09052,-3.97684,-15.044956,-13.102983,-15.184086,-8.561294,-13.22748,-6.182338,-14.963169,20.908663,5.142097,-6.55652,-11.640746,-7.544268,-12.627522,-9.973055,-15.64463,-11.550242,-17.264454,-11.615585,-16.091221,-1.386533,-7.004486,3.347726,-5.185322,-10.186702,-12.66074,-13.063087,-15.933526,-13.909247,-17.334351,-14.289384,-3.891959,-6.762096,1.226761,-6.577928,-4.678357,-13.280186,-4.569231,-7.985192,0.4242,-13.954691,1.613198,-9.273469,-20.303993,-3.339269,-27.071815,-2.362852,-11.791416,-13.784809,-10.217146,-15.527206,-15.47505,-15.448277,-5.842362,-13.709732,-0.914876,6.174847,-11.822487,1.964502,-9.3404,-18.312342,-16.258057,-14.546319,-9.451318,-22.542515,-12.778177,-29.029097,-7.974463,-6.913806,-5.17711,-7.284205,-10.833602,-8.522094,-9.322017,-10.117542,-9.871534,-14.266981,-6.027756,-7.796405,0.811037,-11.971338,-6.567269,-16.398792,-3.876475,-7.928336,-10.850529,-14.614098,-13.24015,-27.079496,-7.375908,7.251476,-3.049047,-15.072147,-10.927892,-9.184234,-5.790751,-11.401978,-10.498061,-10.867179,-10.937994,-8.216568,-7.900893
1480,155078,113.532272,22.137703,-0.869446,0,6.149351,-5.716734,-9.44207,-6.463713,-8.536224,-0.496631,-5.876338,-2.016083,-6.502876,23.406773,6.003536,-5.831978,-11.856625,-6.673923,-7.545866,-7.835809,-10.90134,-2.776333,-12.452287,-6.950548,-11.792096,-5.048149,-4.863516,-0.282732,-6.677536,-9.368261,-6.704871,-10.394494,-11.747,-8.705666,-14.142517,-12.151228,2.077044,-6.249712,2.340449,-9.412641,-6.919736,-12.36377,-4.139474,-8.897608,2.796844,-19.826485,2.868405,-10.417033,-20.151943,-5.605051,-17.336468,-18.178211,-12.260954,-18.848038,-17.616268,-15.267652,-7.720255,-10.792103,-13.13038,-9.937564,-0.442478,-0.821973,-13.918779,-3.048231,-17.489658,-12.92277,-12.90455,-14.974041,-5.272107,-18.077848,-14.479408,-23.235065,-7.27706,-5.558796,-5.620386,-16.790403,-5.432909,-11.187192,-12.944586,-10.750795,-6.094923,-8.114973,-6.443595,-4.867026,-4.407711,-10.374951,-10.106854,-15.113569,-5.2598,-15.147932,-11.631752,-9.071325,-9.969713,-26.640255,-17.424171,5.019278,0.008027,-7.598023,-9.059016,-15.753323,-10.007311,-16.30818,-11.023533,-12.276773,-12.457748,-4.597613,-6.120278
1481,155085,113.536201,22.138361,-0.487843,0,2.887078,-10.120039,-11.050206,-10.541157,-14.345934,-2.189581,-7.007222,-5.034595,-12.531663,18.155613,3.336938,-12.133802,-9.326344,-8.196982,-8.360936,-10.783819,-10.082831,-7.89401,-15.480741,-8.508075,-14.736702,-5.413395,-11.440974,-6.690635,-6.944644,-12.038564,-11.144455,-9.621534,-15.657992,-7.314019,-10.542258,-14.623119,-3.599603,-8.782302,-0.307561,-10.320312,-5.478025,-12.191135,-5.806462,-8.475744,1.499496,-13.933126,0.2491,-12.380821,-25.87368,-8.178892,-18.450119,-6.904558,-10.692461,-4.729081,-16.623316,-14.405947,-9.807528,-7.92614,-16.627094,-7.615763,-0.550292,-0.501969,-14.945722,-1.119255,-20.054686,-13.586084,-10.240118,-20.246735,-5.47812,-19.761936,-12.524009,-15.409738,-9.10673,-3.622986,-4.32343,-13.496905,-4.161402,-7.392208,-12.276658,-11.262568,-7.195263,-8.649383,-8.11866,-7.461986,-0.870437,-6.681792,-4.786082,-14.095697,-3.993223,-15.455804,-11.537614,-18.222843,-15.954214,-32.015865,2.427013,6.15513,0.593843,-10.122144,-9.193497,-13.311714,-7.756999,-15.635727,-11.067848,-17.120583,-20.000931,-11.733693,-7.973668
1482,155091,113.532684,22.137753,-0.574723,0,6.221617,-2.966371,-5.829824,-3.020227,-6.286773,3.676695,-2.364861,-0.680086,-5.99856,26.187004,6.957878,-6.176215,-8.221147,-3.144945,-2.980953,-3.978747,-3.264906,0.515621,-8.210877,-6.633181,-11.099124,-1.398103,-2.430815,2.410428,-2.606744,-5.430271,-3.745244,-5.483137,-7.721736,-5.317138,-8.582317,-8.339981,3.692306,-3.462312,4.815252,-4.343568,-2.475656,-8.429111,0.283929,-1.513636,7.636459,-9.71801,4.754602,-6.376452,-17.313673,-4.7222,-14.879909,-5.148889,-7.944848,-8.997726,-8.175545,-9.306983,-4.712219,-5.599633,-10.241579,-8.697109,1.584446,2.748491,-10.831022,2.676988,-9.202608,-8.569634,-5.304253,-7.855018,-0.137785,-12.471216,-9.953615,-14.015164,-5.539634,-2.186988,-3.068833,-7.709857,-2.973372,-2.216683,-4.048013,-3.717971,-4.482009,-5.771753,-2.083537,-4.529483,2.181474,-10.942099,-5.951375,-13.326616,-0.820252,-5.895203,-6.277205,-5.706715,-5.172686,-23.506557,-14.937146,7.238751,0.805758,-9.204077,-6.044035,-7.822872,-5.04638,-6.897999,-3.35705,-2.248558,-6.179526,-2.43165,0.232693
1483,155092,113.535019,22.138149,0.226889,0,1.859755,-7.903293,-14.308297,-11.849118,-13.383876,-5.263593,-9.649567,-5.904797,-11.05163,19.401134,3.129385,-10.101137,-7.66966,-5.704815,-8.083132,-11.053611,-8.94143,-8.823887,-13.835121,-11.319271,-13.300705,-2.174371,-5.190719,1.116064,-3.388127,-7.038004,-9.289112,-10.287195,-14.535301,-10.850976,-10.898293,-11.848152,-0.292915,-4.512493,4.912559,-4.013969,-2.682399,-11.265306,-3.700887,-6.958564,0.859642,-8.892455,3.791173,-8.859436,-18.887352,-4.400743,-13.493429,-4.358311,-8.608832,-10.284581,-13.919833,-12.560505,-10.119742,-4.434789,-15.476898,-9.776864,2.208884,2.293387,-10.052268,4.049634,-8.287148,-13.296822,-11.10707,-11.588768,-6.428093,-15.589417,-11.195547,-11.161179,-4.6532,-1.292645,-2.60429,-4.644258,-4.550887,-5.04923,-6.822553,-7.866898,-7.787408,-8.353236,-4.371649,-6.424732,0.887198,-7.585209,-2.703285,-12.06419,-0.568678,-1.552948,-6.668049,-8.7371,-8.110162,-25.526506,-2.966415,13.181009,3.783906,-7.79911,-3.544267,-4.646307,-0.098739,-6.16322,-4.760537,-4.107691,-6.650449,-4.459885,-2.360137
1484,155094,113.536049,22.138321,0.360123,0,2.368228,-7.661598,-11.204473,-9.146536,-9.907009,0.11095,-7.045969,-4.814111,-11.281668,18.492388,1.682733,-11.083238,-7.61463,-5.113415,-4.869506,-5.484655,-2.933574,-3.822098,-10.31975,-9.981085,-13.430115,-3.507325,-4.545054,-1.328146,-3.702525,-5.56431,-6.692495,-5.785074,-9.566408,-6.471229,-7.251941,-10.945902,-0.505003,-5.162913,2.08358,-4.432198,-2.636525,-8.455612,-0.809128,-3.130951,3.34497,-4.908868,3.752583,-9.04175,-20.312798,-6.746374,-14.400846,-4.215798,-7.587005,-6.405225,-7.83918,-6.640944,-5.643088,-1.472086,-14.046177,-7.02893,2.916314,3.11049,-10.209639,4.925128,-6.823905,-9.517973,-5.933703,-5.186353,-0.710977,-10.976488,-8.440109,-12.405581,-5.594722,-1.645834,-1.712728,-4.727039,-2.881335,0.221903,-0.809923,-1.770473,-2.034781,-2.377666,-1.551223,-2.169107,1.562475,-4.193461,-0.622597,-8.869936,0.263688,-0.568973,-2.946965,-3.994087,-2.701102,-25.23724,-1.503463,11.977139,3.661987,-8.894568,-5.236379,-4.828672,0.202045,-2.563769,-0.914183,0.988832,-1.806486,-1.608571,-0.708099
1485,155095,113.535332,22.138197,0.363399,0,1.368595,-9.289909,-14.657898,-12.356052,-14.642953,-5.011341,-10.208202,-7.175201,-12.128727,17.714136,1.532903,-12.014395,-8.308459,-6.976531,-8.478797,-9.584729,-8.276903,-8.383738,-12.823586,-11.784275,-14.346939,-3.440566,-2.46837,-0.609969,-4.354816,-7.584459,-8.908302,-8.974526,-12.918726,-10.040571,-10.28076,-13.118464,-0.388368,-5.234927,2.371302,-5.581747,-3.228652,-10.927235,-3.000558,-5.952788,1.031109,-7.689091,2.478495,-9.691259,-19.826647,-5.105993,-15.540535,-3.791493,-8.576179,-8.630286,-11.290207,-10.455389,-9.345817,-3.788216,-14.44327,-9.512061,3.094241,1.949142,-9.824535,3.344109,-6.668063,-10.685029,-7.746514,-8.202384,-3.501076,-12.250352,-8.993073,-9.486653,-4.867149,-1.777387,-1.54082,-3.408903,-3.3913,-2.460242,-4.152483,-4.79342,-4.492636,-5.896142,-3.57186,-3.851515,1.605595,-6.235726,-1.895276,-11.835001,-0.606479,-0.577979,-6.701106,-8.029143,-7.814586,-26.476799,-4.986903,11.840403,2.943765,-8.732607,-6.113479,-6.191616,-2.621459,-5.888531,-4.205169,-3.096197,-5.687438,-4.694907,-2.797298
1486,155098,113.534607,22.138071,0.133533,0,3.426227,-8.789861,-15.09439,-12.583674,-15.345678,-7.252146,-10.538698,-6.270914,-11.514656,20.264183,3.551666,-6.176869,-4.52506,-3.487014,-7.722073,-8.108745,-8.671736,-7.576951,-12.609674,-8.712543,-10.572241,0.24985,-1.107124,5.794156,-0.89049,-5.673227,-8.196919,-10.818903,-12.40082,-9.556015,-8.561206,-12.496566,3.089286,-0.152534,6.336039,-2.81089,-0.065315,-10.93714,-2.755645,-6.145519,1.787901,-8.465598,4.703082,-6.99394,-16.894455,-1.647398,-10.247923,-0.511818,-6.292224,-7.778632,-12.076075,-11.112822,-8.438717,-3.531319,-12.086876,-7.35145,3.170339,3.6675,-6.640728,6.263601,-4.093089,-11.089907,-10.075554,-11.492589,-5.625063,-14.644401,-10.385572,-10.544682,-1.898066,0.063144,-1.528187,-3.918579,-2.826244,-4.475485,-6.556021,-7.296569,-7.165118,-7.68078,-2.531514,-3.803257,4.09936,-4.91268,-0.299821,-10.134304,-0.155034,-2.288401,-7.736547,-10.628956,-9.596378,-25.874706,-3.021043,12.820564,4.143569,-6.715131,-2.16967,-3.930915,-0.307106,-6.126266,-6.297805,-5.273122,-6.819989,-5.445901,-2.075307
