OBJECTID,PS_ID,Longitude,Latitude,Mean_Veloc,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,F72,F73,F74,F75,F76,F77,F78,F79,F80,F81,F82,F83,F84,F85,F86,F87,F88,F89,F90,F91,F92,F93,F94,F95,F96,F97,F98,F99,F100,F101,F102,F103,F104,F105,F106,F107,F108
2839,158499,113.541237,22.126923,-0.462388,0,1.845541,-5.273254,-8.293119,-8.764162,-13.815489,-1.410963,-12.285926,-10.110085,-7.40215,11.490366,3.484028,-18.444538,-13.724532,-11.469149,-13.255525,-16.819239,-12.503172,-5.37362,-18.370483,-21.208466,-27.356956,-10.21069,-19.824137,-8.782347,-18.575277,-23.954145,-19.181965,-22.135571,-41.069759,-21.670815,-24.610956,-26.369802,-15.812376,-26.221149,-14.533134,-22.850292,-20.621824,-26.163094,-18.955784,-27.675831,-25.601421,-26.701874,-16.26066,-28.576378,-31.740805,-27.957457,-25.656582,-33.284538,-31.620384,-2.58459,-6.362325,-3.590069,-7.942896,-3.076248,-3.009899,0.80595,-7.528589,10.406412,-14.102993,2.102701,-9.143406,-15.413194,-13.248269,-14.024117,-7.172545,-18.45966,-13.677119,-46.236732,-12.872879,-9.85428,1.107992,-8.533669,-13.044082,-10.990334,-9.089005,-13.682954,-11.682942,-13.445141,-16.916121,-18.514797,-17.361576,-16.956739,-11.652487,-21.19842,-13.962576,-14.782258,-16.639433,-19.682983,-18.590111,-23.659883,-13.329386,-1.190068,-17.627914,-23.603983,-23.533083,-14.799013,-19.356659,-19.516935,-18.763739,-17.360695,-18.761749,-13.743082,-16.188852
2840,158504,113.515671,22.122524,-0.212885,0,0.706123,-6.528588,-9.698586,-5.236486,-4.658244,6.296485,-0.919013,5.376408,5.249058,14.705707,17.413979,-1.669075,-0.092773,-3.592082,-3.568546,-1.425798,-1.731806,8.816594,0.722923,-1.620105,-14.651865,-2.920315,-2.019165,-3.949368,-1.584882,-5.142348,4.045224,-4.900586,-11.46849,-6.835845,-3.267462,-6.066238,5.588928,0.485351,8.72051,-7.495431,3.8204,-2.631065,-2.976007,-3.074777,6.107641,-4.143681,3.737492,4.195993,-13.365532,9.948358,-2.109012,-1.250227,-5.266041,-0.082469,-5.628876,-2.087715,-1.563605,2.757263,16.317299,1.819112,6.168403,10.059969,0.735381,2.586415,-3.481285,-4.481922,-2.681429,-4.07378,4.812415,-11.266082,-5.395538,-19.492893,5.787831,-5.954166,1.861259,-0.334615,0.920175,-1.063802,2.425427,0.271367,-1.582542,-0.491482,-6.664942,0.386428,-5.955683,-13.833364,0.466973,-11.512993,-0.792658,-2.163548,-3.181073,0.285468,0.966471,6.186829,-1.746119,-1.771573,-5.755983,-6.498312,0.682233,-7.258303,-4.793412,-2.288386,-2.594877,-2.022825,-2.246445,12.725924,0.532237
2841,158519,113.531639,22.125216,0.143903,0,1.334257,-6.172917,-12.119278,-9.886,-8.080112,1.348462,-7.886027,-2.586728,-3.679789,14.030667,10.724042,-9.284994,-9.747322,-7.368215,-10.161446,-10.536251,-6.522948,1.859978,-6.359363,-10.713169,-16.128204,-1.166372,-8.640027,5.050055,-8.891832,-12.217942,-4.709216,-11.684206,-13.795035,-8.409985,-6.215223,-8.726837,-1.572448,-7.295117,-3.044773,-7.041165,-5.567247,-8.67818,-4.584998,-8.292123,0.640668,-6.842479,5.644056,-4.624006,-7.124726,-10.020834,-3.60985,-4.657918,-5.937907,-1.451226,-6.594622,-1.026902,-5.627542,0.712559,-6.178365,5.799104,-5.100627,9.760715,1.109199,4.602293,-5.018732,-8.804108,-7.374488,-7.238339,-0.234035,-14.101902,-8.063221,-39.608139,-7.934156,-4.069915,4.758405,-6.496873,-4.739406,-6.861032,-6.409198,-5.205551,-4.68724,-2.161216,-6.683053,3.100762,-6.569019,-15.947594,-3.616035,-12.128824,-4.23133,-3.547076,-3.043859,-6.931131,-6.974549,-3.5675,-2.827093,10.481148,-6.910552,-4.778348,-5.374138,-1.526196,-5.428993,-6.674886,-6.032463,-1.838972,-4.930603,4.701289,2.599936
2842,158520,113.544289,22.127367,0.109657,0,1.185649,-4.887501,-2.423614,-3.658937,-4.489457,4.637201,-4.536185,-4.074579,-8.106494,16.810341,12.550314,-11.644264,-3.782403,-3.6279,-0.199852,-0.946592,1.267097,6.600925,-3.000199,-6.427074,-14.991256,0.844367,-4.392512,7.520034,-0.454346,-2.627971,0.921394,1.4647,-15.740218,-5.083646,-10.352646,-6.417832,4.337607,-8.601474,8.803101,-4.153361,-0.956619,-6.078005,1.666488,-4.919766,-1.44568,-1.160988,12.924696,1.457016,-5.920229,3.633473,-2.78369,-4.583582,-3.092371,1.821728,-3.315041,-3.127496,-6.185148,2.551136,-2.177557,1.459929,-2.501358,13.098208,-9.87604,3.710695,-1.930142,-5.186472,-2.668143,-3.117326,4.520914,-8.48554,-3.749802,-23.519764,-3.654493,-0.972486,6.330808,2.566028,-1.362648,0.542066,3.680116,-1.055216,1.854676,-2.538577,0.79704,-5.4634,-7.064334,-4.009361,-1.77282,-3.198585,1.415076,-0.527556,-0.747895,-1.779122,-3.432153,-8.331056,1.518226,12.151337,-0.083288,-7.134533,-6.495611,2.215024,-0.095392,-1.267453,0.697111,2.425934,-0.089269,6.039959,-0.050372
2843,158521,113.544243,22.127357,0.564066,0,1.117763,-5.637766,-3.647564,-4.834712,-5.610724,2.870606,-4.201115,-5.196887,-7.774769,15.048237,10.954054,-11.165234,-4.139939,-2.106303,-1.909374,-1.929919,1.222289,5.829901,-2.764073,-6.759316,-14.462461,1.03631,-5.578044,6.802079,-0.166192,-4.339643,-0.546428,-2.217003,-15.743648,-4.548307,-8.257069,-7.631697,3.813192,-7.899663,9.957455,-1.515171,0.656331,-4.246194,5.473857,-3.011599,-0.111465,-0.231607,17.774847,4.374402,-5.155749,3.75319,-1.962334,-4.876307,-3.250319,0.726744,-2.758116,-0.013499,-1.962703,4.583063,-1.445766,2.410429,-1.89137,13.563233,-8.374072,4.962782,-2.640283,-5.39963,-1.551743,-1.638469,6.062541,-7.643073,-3.249986,-17.990694,-1.989583,0.978749,7.547397,3.892347,-0.688804,3.018315,5.740758,3.753369,5.252484,0.140366,3.503937,-3.082231,-5.60345,1.413587,0.463547,-1.316278,3.800459,0.387128,1.645419,-0.388586,-1.125788,-6.341482,0.70382,15.660965,1.476557,-5.270234,-4.319088,3.936736,2.4356,2.095366,5.152618,6.743939,4.584839,7.750241,2.8455
2844,158522,113.543869,22.127293,-1.055697,0,0.032652,-5.032371,-3.905576,-5.984941,-7.828176,3.783367,-4.888497,-4.843127,-4.382131,15.082171,13.056886,-12.396826,-1.901539,-3.935818,-3.50617,-3.087826,0.460425,5.913285,-1.79962,-6.321332,-13.775612,1.712411,-6.282501,9.198359,-2.067374,-7.563155,-3.68676,-3.602543,-16.56834,-5.249483,-4.115655,-9.153427,1.332462,-10.413811,6.080792,-6.445803,-1.526891,-8.067858,-2.472123,-9.61373,-4.13962,-4.659014,2.176959,-10.373447,-11.643917,-2.190759,-7.526414,-12.1856,-10.572447,-7.961617,-12.61293,-8.916908,-12.697096,-4.786994,-7.186937,-4.790373,-8.683267,8.285795,-16.21949,-2.41451,-10.311497,-16.322655,-12.918012,-14.791353,-4.558637,-19.097532,-14.641003,-42.812534,-10.182326,-9.012095,-2.420586,-8.023981,-9.737995,-8.423144,-9.072861,-12.048809,-6.977268,-8.253442,-7.114951,-17.183548,-13.548909,-9.588419,-6.939501,-13.327808,-7.060904,-7.950116,3.109954,-10.809499,-9.016444,-17.509787,-8.938214,3.835729,-10.540979,-17.242193,-15.596735,-5.038459,-7.301504,6.106496,-14.983731,-14.445564,-10.991764,12.036172,-9.385327
2845,158524,113.543922,22.1273,-0.188174,0,1.410144,-5.150496,-4.400702,-4.021124,-7.928196,5.176388,-3.184022,-2.67551,-5.269744,15.792614,9.765131,-12.158751,-3.618931,-2.5607,-2.484237,-2.203106,-2.478461,6.793999,-2.484841,-6.092361,-13.897226,-2.23911,-4.847227,6.692696,-2.233927,-8.369921,-3.422952,-5.029633,-16.741508,-4.941317,-6.325885,-11.297083,2.331694,-10.053626,6.313529,-6.470021,-3.402898,-7.939704,-2.997232,-9.381838,-4.736844,-5.850636,1.595427,-9.480485,-9.439379,-1.980465,-6.229168,-11.877662,-8.634405,-5.474245,-9.075452,-8.107098,-9.547053,-1.803613,-4.208115,-1.453683,-4.241303,9.540786,-11.913098,1.24613,-7.636143,-10.883335,-8.041251,-8.858888,0.519684,-12.674476,-7.633916,-32.179123,-4.720164,-4.031331,4.454827,-1.42025,-3.990872,-2.982493,0.551939,-2.946357,1.141235,-2.48648,-0.816335,-8.415871,-9.257815,-4.450616,-2.923486,-7.101682,-3.750877,-5.325529,-5.408234,-5.40726,-4.889269,-10.568112,-0.482388,11.816357,-1.76783,-11.518967,-8.364081,1.292582,-2.23209,-3.254905,-2.053412,-3.563314,-1.656358,-0.656885,-3.388009
2846,158525,113.54348,22.127224,-0.620341,0,5.300599,-1.951281,-0.60287,-1.465414,-4.373643,7.889441,-5.761721,-3.810082,-6.114137,17.028479,8.26451,-14.204675,-5.18774,-0.27362,0.018891,2.352688,2.541419,8.947048,-5.843218,-10.553251,-17.532692,-1.881988,-6.314465,5.507446,-2.519433,-5.808922,-3.044862,-2.343856,-17.45603,-5.562294,-6.021857,-9.561555,0.743206,-11.311162,1.260473,-7.703869,-3.437041,-11.498122,12.618966,-12.97109,-13.204455,7.232823,16.485788,2.543649,-1.852996,7.421114,3.338404,-1.3086,1.865287,4.678736,0.360267,1.318915,-3.323482,4.19616,-1.081786,-0.159913,-4.627563,14.26012,-10.601274,5.445377,-3.852947,-6.167273,-3.618291,-6.16575,1.332446,-12.413682,-8.7685,-32.72715,-8.898034,-5.252839,2.371069,-0.116703,-5.67958,0.972188,4.046537,-4.755613,-4.300072,-2.056297,-4.400287,-14.050057,-12.517693,-9.254796,-4.88214,-8.718541,-4.575364,-2.407033,-6.562881,-8.326147,-3.796139,-15.049894,-4.520513,9.221766,-5.913609,-13.995408,-13.717909,-2.797676,-6.448022,-7.623365,-5.155524,-3.529468,1.619927,0.878181,-7.32015
2847,158526,113.543518,22.12723,-0.477486,0,4.506109,-2.634258,-0.370232,-2.684022,-5.92415,6.236831,-6.418916,-3.050439,-6.343184,16.614267,8.768793,-14.089012,-6.319576,-1.041828,-1.440105,2.961089,1.628359,8.746252,-5.991798,-9.653891,-16.55551,-2.019879,-6.504997,5.492595,-3.617651,-5.463368,-2.579626,-2.416582,-17.818869,-6.557108,-5.899156,-9.367462,1.586625,-11.789005,1.506045,-7.503643,-5.945849,-10.083765,-6.642281,-8.774911,-13.738707,8.372658,16.485369,3.774033,0.418175,7.46859,3.395424,-1.268713,0.054198,2.573398,-0.801481,0.350999,-3.774405,4.584649,-0.253016,1.159896,-3.544607,14.827988,-9.980528,4.459828,-4.220184,-7.920931,-4.675334,-6.538792,1.066136,-12.000628,-8.413118,-32.693485,-7.680649,-4.675329,2.639514,0.67654,-4.741422,-0.32215,0.789534,-4.14626,-2.009213,-2.974593,-3.310638,-13.385239,-12.089149,-7.898792,-3.903462,-8.765683,-4.032745,-3.550022,-5.649738,-7.016232,-4.940536,-14.839161,-3.560417,9.477989,-4.715165,-13.904142,-13.517879,-3.147676,-5.779737,-4.958511,-2.809603,-2.281833,-0.206242,0.670377,-5.662024
2848,158527,113.543251,22.127182,-0.775898,0,-1.291389,-5.148026,-5.687052,-6.925656,-7.736848,1.543775,-6.203854,-7.056036,-8.902702,12.765297,7.291984,-16.021498,-6.836636,-8.734569,-6.735966,-7.4507,-3.947928,1.065785,-10.099036,-13.580391,-20.716217,-5.091559,-11.900729,3.132534,-6.977067,-13.684451,-9.023966,-10.966634,-23.549891,-11.699108,-13.139265,-16.336195,-6.019632,-17.176277,-2.655553,-12.174353,-7.48829,-17.163889,-7.242792,-20.212646,-18.682667,-17.692642,-13.34763,-4.512193,-0.859716,3.483171,3.173768,-1.573159,-0.925429,-0.056752,-2.69068,-0.976403,-5.321165,1.208884,-4.588269,-1.755193,-7.419879,11.899988,-12.222176,2.008676,-6.785789,-10.668204,-8.140902,-10.069529,-2.219271,-16.150145,-10.446328,-37.651535,-10.682421,-7.31533,1.431741,-5.334616,-9.233953,-6.044722,-3.631114,-8.711503,-7.16577,-10.243007,-10.268069,-18.478979,-17.116936,-11.95627,-8.603603,-19.221165,-9.977962,-11.658091,-13.531471,-12.568997,-16.491501,-18.578989,-10.149706,3.232156,-11.698369,-18.004404,-20.022982,-8.975447,-13.561304,-14.059053,-12.804817,-9.67592,-11.470247,-8.540964,-11.891287
2849,158528,113.541656,22.126909,-0.509801,0,-0.864655,-5.617492,-6.52023,-7.927437,-11.905952,-2.216659,-11.239538,-8.240601,-8.159036,10.947172,4.127657,-18.911589,-12.795703,-13.026838,-12.790274,-13.557503,-10.792306,-4.192651,-17.525391,-19.999081,-26.039749,-11.490829,-19.760157,-8.320814,-17.783388,-23.328363,-18.717091,-20.560699,-40.321983,-22.408609,-24.49176,-25.096565,-15.476704,-27.74118,-13.886431,-21.632929,-19.076561,-25.307686,-16.890364,-26.633818,-24.339752,-24.255127,-15.977962,-27.349693,-30.932293,-28.35578,-24.283194,-32.155293,-28.98287,-28.29324,-31.528645,-29.854248,-5.432891,0.741936,-1.743236,0.215504,-5.203063,11.630934,-13.867941,2.254248,-7.424666,-13.832738,-11.128614,-12.319547,-5.169379,-16.576523,-12.269649,-43.143562,-11.763772,-10.120541,-0.28396,-7.482128,-12.042194,-9.795187,-7.783532,-12.958324,-11.648402,-13.307492,-15.270405,-21.641125,-18.098026,-15.92817,-10.961401,-21.358608,-16.275654,-15.974299,-18.587965,-20.731514,-20.276333,-26.361984,-14.479325,1.351742,-18.377508,-22.545681,-23.020145,-13.859206,-18.369059,-18.99218,-19.017132,-16.602858,-15.941785,-12.508953,-18.115515
2850,158529,113.541481,22.126879,0.069854,0,4.40812,-2.669517,-9.210282,-6.828935,-9.127874,-2.039712,-9.299444,-10.420637,-7.739225,6.139516,6.910174,-20.338392,-13.771517,-16.286785,-15.862289,-15.249175,-14.725784,-2.505906,-23.104568,-16.855042,-25.763374,-16.056938,-21.014572,-11.215545,-18.611349,-26.319622,-20.175819,-19.930307,-42.180004,-23.416792,-23.034081,-24.017691,-6.538951,-25.541317,-10.313655,-18.607012,-17.492247,-25.11327,-18.249962,-27.423658,-21.765785,-23.144274,-14.57699,-26.015625,-28.507135,-22.61496,-21.303127,-28.090803,-26.908865,-27.09137,-4.463695,-3.089913,-5.784509,-0.024691,-2.343821,1.495326,-4.301358,14.819783,-11.092022,2.557292,-7.751581,-13.100108,-10.775977,-12.384548,-5.306403,-15.830557,-9.782706,-44.0187,-10.283184,-8.202694,3.22018,-6.95394,-9.458172,-9.385151,-9.355355,-9.799742,-6.909213,-9.827547,-10.770728,-15.961571,-12.190233,-11.16966,-7.962588,-16.910625,-9.914585,-12.90969,-14.626285,-14.038157,-16.90983,-16.884687,-11.048282,4.474378,-12.803192,-19.143021,-19.156799,-11.588549,-15.099868,-16.685699,-16.374014,-13.283213,-14.581652,-9.080666,-14.20636
2851,158531,113.496696,22.119225,-1.811546,0,-1.608018,-0.577826,1.578287,-1.133293,-1.111504,7.166297,28.809879,1.188221,3.960725,8.965025,31.361835,-6.316262,-2.951074,-4.360292,-5.890932,-2.436118,0.34362,4.067017,-0.248643,-14.607137,-20.418381,-5.828354,-14.96007,-8.89502,-11.231574,-12.874448,-10.842787,-8.5089,-6.541502,-4.49009,-2.753559,-12.215335,13.408801,-13.222739,6.544624,-19.497612,-3.615874,-6.409963,-1.499218,1.197818,4.321732,-8.356194,-0.864504,13.621043,-6.706962,-4.006093,-11.297714,-5.975469,-6.009166,0.35309,-2.764513,-5.00786,-5.32365,5.759881,3.832699,-15.402747,-9.500727,19.408661,7.521372,-1.530896,-6.506722,-5.294133,-28.166927,-31.668495,-17.56698,-31.90686,-15.890799,-38.223644,-1.784695,-16.782318,-2.091924,-9.017548,-7.471562,-4.274924,-7.541448,-22.936928,-14.379648,-2.885466,-6.16722,0.199049,-14.566196,-19.748348,-5.305494,-5.497893,-5.758156,-28.676922,-3.607842,-22.89835,-29.525337,-5.811283,-13.660714,11.118744,7.242519,-14.524536,-5.764309,-17.822174,-11.593401,-8.982349,-5.368141,-31.401882,-32.293011,-0.21265,-10.773445
2852,158532,113.541176,22.126823,-0.269823,0,1.376427,-3.653811,-7.363564,-8.887433,-10.152489,-2.558624,-7.097727,-6.287648,-3.522384,12.680846,6.438588,-16.161957,-10.129123,-12.0422,-14.849618,-14.431576,-6.958226,5.292121,-16.530542,-17.227898,-23.845184,-7.737486,-21.491386,-8.666875,-18.937641,-25.188511,-18.92979,-18.106281,-40.887901,-22.239849,-20.890678,-23.887758,-14.679731,-28.05464,-11.549622,-21.614246,-19.96051,-23.064388,-17.71018,-26.241734,-25.347992,-28.422981,-13.54793,-26.244793,-33.499947,-27.806936,-24.884981,-30.94537,-4.170007,-9.214103,-10.964332,-5.715505,-8.033953,-21.373039,-1.635888,4.82698,-0.991259,13.152686,-10.80726,2.032308,-7.108245,-12.056935,-13.991309,-14.407234,-3.937136,-15.035218,-9.672939,-44.847416,-9.336409,-7.65605,4.97861,-5.379188,-6.029963,-7.490539,-6.628525,-11.88713,-11.933924,-10.143652,-12.957331,-18.7934,-11.004737,-14.485706,-8.634464,-21.687166,-9.804646,-9.206623,-12.397542,-17.181709,-16.580078,-16.560286,-13.35826,2.942014,-15.61043,-18.464792,-20.203671,-11.665563,-14.798647,-17.488491,-15.259226,-13.048036,-19.355974,-10.931353,-13.126952
2853,158535,113.49382,22.118725,-5.293424,0,-2.013721,-9.140764,-12.206598,-12.42767,-15.415622,14.032527,13.844946,10.184051,14.421659,17.25502,5.201374,0.607771,-3.245615,-6.977216,-11.164213,-13.658617,15.261004,15.426062,9.826479,0.092503,-14.228004,2.922356,-2.278487,-3.826595,-9.443872,9.619909,13.380783,8.389061,7.286145,2.885623,6.750933,-2.436056,2.953815,2.577575,14.420275,-11.031384,25.434471,14.926919,11.927688,11.924533,16.795969,4.326746,4.076251,13.16871,-16.904593,7.05265,-8.42344,-0.929395,-4.262427,-3.911662,-6.842563,-9.842971,-10.782763,-6.362964,0.896867,-20.082052,-5.159796,-0.997001,-11.880593,-7.854903,-10.675568,-16.486551,-16.88592,-17.56687,-13.345714,-27.836411,-18.145794,-25.742142,-12.872024,-22.655874,-28.903988,-16.053038,-21.702658,-18.836321,-22.020882,-21.810097,-28.30987,-28.933947,-31.463793,-22.931433,-24.779377,-37.624275,-24.603767,-31.612036,-28.623428,-25.834867,-26.699961,-31.139828,-33.260422,-24.839775,-29.248461,-35.593052,-36.825058,-35.091003,-31.192383,-39.851799,-39.397446,-35.27314,-35.690254,-35.563053,-39.919575,-30.44862,-35.272331
2854,158539,113.489769,22.118021,0.057449,0,-2.695948,-6.169122,-5.44471,-5.055641,-8.942979,0.922993,0.543726,6.000228,4.037992,12.600451,-7.144757,-3.984081,-5.113008,-4.458473,-5.879413,-5.788754,0.91428,-0.690023,0.84791,-9.209181,-21.94842,-2.472832,-4.213003,-2.266842,-2.089607,-8.948156,-3.256516,-2.77758,-3.047272,-9.19445,-0.405219,-6.855649,-2.518953,-2.183338,13.754509,-7.371159,2.821591,-3.329579,-2.67784,-1.643972,2.218481,-5.839201,-6.084161,1.339563,-24.080191,2.051979,-8.371557,-5.061422,-7.387205,-3.764286,-4.915726,-6.457811,-5.984508,-2.054529,1.243131,-14.416304,-2.161683,4.873629,-7.835761,0.254523,1.399991,-8.312823,-6.127381,-4.320337,-0.294628,-12.351143,-6.407311,9.461824,4.766,-9.469166,-13.192041,-3.448447,-4.414814,-2.920015,-2.919826,0.698469,-8.169514,-5.55048,-7.23433,4.52578,1.646299,-12.646511,-2.157697,-4.883544,-3.813147,2.092702,0.258323,-0.879914,-0.02754,3.777823,-1.994679,-0.422663,-8.614459,-4.808372,-3.569803,-7.077105,-6.383686,-2.05905,-1.019979,2.608541,-1.32664,2.570133,-1.344929
2855,158540,113.489738,22.118015,-0.168256,0,-18.885761,-25.378445,-25.501389,-20.171387,-19.843639,-5.5514,-11.442791,-10.260882,-8.64468,-3.86216,-12.542036,-16.039476,-15.929738,-18.170033,-16.099657,-20.148846,-11.387365,-11.350326,-9.71122,-22.066936,-33.936951,-14.707525,-18.410942,-15.435818,-15.86559,-18.458973,-14.525713,-14.397058,-16.491396,-21.681734,-11.126528,-20.406408,-14.064487,-12.404005,4.182888,-18.339312,-5.261683,-5.980449,-13.775595,-13.150726,-7.045205,-15.16138,-17.08844,-5.984945,-33.674976,-10.294146,-20.223522,-18.486364,-17.883556,-14.622192,-16.716093,-18.915251,-15.764833,-12.268599,-8.224346,-26.11269,-13.358122,-4.928601,-21.067089,-10.236276,-14.588777,-19.06249,-16.362963,-16.519802,-12.752151,-25.517097,-18.946644,-13.031886,-8.144908,-20.881166,-23.571358,-12.321405,-17.166292,-11.633839,-12.419223,-10.989656,-18.982679,-18.306623,-21.021545,-9.039122,-12.54435,-26.488565,-16.157648,-18.922041,-17.521748,-11.736137,-13.790184,-16.575624,-14.611139,-11.248553,-13.47878,-18.527132,-20.301254,-20.935566,-17.145823,-22.119869,-22.135178,-15.756572,-15.420884,-12.443576,-13.550944,-9.032585,-11.29512
2856,158542,113.489166,22.117916,-0.120655,0,-5.916341,-6.120064,-7.777751,-5.868222,-6.898214,-3.989921,-1.41308,2.788477,2.531248,9.74987,-2.821718,-5.041512,-4.007201,-7.26324,-8.314671,-9.222705,-3.43784,-0.665559,2.749874,-8.846372,-20.980618,-1.377807,-8.598378,-0.733026,-6.519495,-9.140661,-6.036939,-5.843898,-6.207938,-12.233261,-1.648732,-9.959368,-2.923854,-4.526245,16.487728,-7.237622,4.149756,-4.4682,-5.014412,-2.628631,3.330445,-4.430873,-4.83485,3.445726,-21.358183,3.592259,-8.620055,-3.163362,-5.8455,-2.958817,-4.997172,-8.807862,-7.41101,-1.187507,3.559242,-12.449198,-1.568833,6.877876,-5.793855,-0.72149,-3.287673,-9.365964,-6.085531,-5.700671,-0.578225,-11.267071,-6.479855,1.758363,3.758859,-8.806946,-11.28829,-0.028975,-5.124189,-3.147101,-3.508676,-1.585483,-9.181588,-7.817286,-6.734322,2.143334,-1.771152,-13.484304,-3.326283,-8.280364,-6.469651,-0.336588,-3.291545,-5.197391,-4.71975,-0.074658,-3.378397,-9.580519,-11.475761,-8.037126,-5.110737,-7.883115,-10.49674,-5.808576,-5.356516,-3.33004,-2.925494,3.285353,-0.266511
2857,158543,113.489197,22.11792,-0.178621,0,-5.391863,-6.27509,-7.697355,-6.087111,-7.120618,-4.040584,-1.179599,2.929545,2.65809,9.891238,-2.542225,-4.728777,-4.023815,-7.175585,-8.0818,-8.884533,-3.134348,-0.516873,2.869322,-8.647681,-20.697411,-1.450001,-8.359915,-0.634281,-6.47753,-8.888621,-5.819385,-5.673077,-5.921613,-11.962606,-1.090739,-9.591578,-2.80621,-4.487196,16.77549,-7.152544,4.249679,-4.725419,-5.438179,-2.79146,3.318126,-4.51859,-4.998088,3.947267,-21.241861,3.483767,-8.54868,-2.926138,-6.117113,-3.298868,-5.281319,-9.042542,-7.708012,-1.247468,3.523061,-12.67523,-1.821014,6.707195,-6.383121,-0.940134,-3.556214,-9.634886,-6.558198,-5.877084,-1.101387,-11.320193,-6.785411,1.644619,3.622616,-8.959774,-12.139267,-0.65014,-5.429071,-2.978073,-3.667662,-1.732674,-9.340145,-7.751014,-6.95596,1.942882,-1.933689,-14.014397,-3.916126,-8.667148,-6.875166,-0.859417,-3.61153,-5.660166,-5.946884,0.169489,-3.001049,-9.35947,-10.99232,-8.71174,-5.386238,-8.592676,-10.33787,-5.685796,-5.201745,-3.402137,-2.741919,2.049922,0.068777
2858,158544,113.48748,22.117622,0.774126,0,-0.575639,-2.608714,-3.547821,-4.369289,-4.13941,-0.781795,0.473382,-0.367883,9.565027,11.678459,0.752652,7.244801,7.439198,4.42905,0.653259,-4.837298,6.248436,9.398589,19.534439,4.540362,-4.237271,11.7542,3.133136,8.887344,7.782168,0.496694,4.573785,4.779771,5.200535,-0.232624,10.894356,-0.989506,10.517908,9.30295,26.073019,3.568427,11.784637,4.683362,6.480447,6.990327,10.580155,5.639704,8.363023,14.143265,-8.734875,15.710459,6.744485,7.633391,5.605122,6.897875,6.277958,1.826966,5.904468,11.304693,14.54076,2.603216,10.713469,18.106962,8.552637,12.198777,6.922045,1.431101,3.016997,4.936439,9.144041,-0.334144,5.111422,18.267351,13.713591,5.58488,2.964232,11.1061,8.916631,3.483299,7.664748,7.858469,1.410817,6.002489,8.154662,15.209101,14.323841,-1.692361,12.702122,6.516275,5.386091,9.85756,5.503132,3.535139,10.714783,10.560381,7.08792,6.052089,4.128523,5.70135,10.580032,8.334913,6.957431,5.304882,9.834784,8.586779,9.090367,18.375393,13.844275
